notification_id,event_id,event_type,user_id,source_user_id,post_id,comment_id,created_at,device,delivery_channel,priority,seen,status,app_version,country,latency_ms,motivo_rechazo,rechazado
N01761,E01761,LIKE,U0074,U0139,P0019,,2026-04-18 01:40:39,MOBILE,EMAIL,MEDIUM,False,FAILED,1.0.0,CL,10567,EMAIL fuera de horario permitido (07-23),1
N00796,E00796,LIKE,U0179,U0109,P0024,,2026-04-15 09:42:37,WEB,PUSH,LOW,True,SENT,1.1.0,PE,4829,,0
N00070,E00070,LIKE,U0133,U0093,P0040,,2026-04-17 15:48:03,WEB,EMAIL,LOW,True,PENDING,2.0.0,MX,4178,,0
N00912,E00912,FOLLOW,U0010,U0048,,,2026-04-21 21:28:37,MOBILE,IN_APP,MEDIUM,True,SENT,1.2.0,PE,728,,0
N01578,E01578,COMMENT,U0179,U0148,P0034,C01578,2026-04-18 15:41:34,WEB,IN_APP,MEDIUM,True,FAILED,1.1.0,PE,6852,,0
N01255,E01255,COMMENT,U0167,U0010,P0015,C01255,2026-04-09 17:16:25,MOBILE,IN_APP,MEDIUM,True,SENT,1.1.0,MX,8030,,0
N01780,E01780,COMMENT,U0069,U0142,P0026,C01780,2026-04-20 11:02:23,MOBILE,IN_APP,URGENT,False,FAILED,1.0.0,AR,19353,priority fuera de dominio,1
N00112,E00112,LIKE,U0095,U0074,P0005,,2026-04-10 21:05:39,WEB,IN_APP,HIGH,False,FAILED,1.0.0,MX,18932,,0
N01145,E01145,LIKE,U0101,U0121,P0010,,2026-04-27 11:01:31,MOBILE,EMAIL,MEDIUM,False,FAILED,1.2.0,AR,6424,,0
N01468,E01468,COMMENT,U0091,U0183,P0001,C01468,2026-04-20 08:51:54,WEB,IN_APP,LOW,True,SENT,1.2.0,PE,23621,,0
N00012,E00012,LIKE,U0185,U0068,P0033,,2026-04-21 09:55:40,MOBILE,PUSH,MEDIUM,True,PENDING,1.1.0,CL,19826,,0
N01670,E01670,LIKE,U0102,U0035,P0038,,2026-04-19 12:56:24,WEB,IN_APP,HIGH,False,PENDING,1.0.0,CL,22793,,0
N00700,E00700,FOLLOW,U0164,U0190,,,2026-04-21 17:45:00,MOBILE,PUSH,LOW,True,PENDING,1.1.0,MX,8180,,0
N01640,E01640,LIKE,U0160,U0033,P0030,,2026-04-23 14:07:29,MOBILE,IN_APP,HIGH,False,FAILED,2.0.0,AR,17928,,0
N01262,E01262,LIKE,U0017,U0042,P0010,,2026-05-02 16:52:44,MOBILE,EMAIL,HIGH,False,FAILED,1.2.0,CL,11347,,0
N01833,E01833,DM,U0193,U0053,P0037,C01833,2026-05-01 12:43:52,WEB,EMAIL,LOW,False,SENT,1.2.0,PE,917,event_type fuera de dominio,1
N01921,E01921,FOLLOW,U0119,U0192,,,2027-08-09 12:00:00,MOBILE,IN_APP,LOW,True,PENDING,2.0.0,CL,11007,created_at no puede ser futuro,1
N01332,E01332,FOLLOW,U0189,U0136,,,2026-04-24 08:13:14,MOBILE,PUSH,MEDIUM,True,SENT,1.2.0,MX,22846,,0
N00099,E00099,LIKE,U0074,U0154,P0020,,2026-05-04 17:32:13,WEB,EMAIL,LOW,True,SENT,1.2.0,PE,3964,,0
N01288,E01779,COMMENT,U0095,U0167,P0032,C01779,2026-04-18 09:31:06,MOBILE,EMAIL,MEDIUM,True,PENDING,1.1.0,PE,3936,,0
N00594,E00594,COMMENT,U0066,U0046,P0016,C00594,2026-05-05 08:54:13,WEB,EMAIL,LOW,False,PENDING,1.1.0,CL,9982,,0
N00922,E00922,COMMENT,U0196,U0142,P0046,C00922,2026-04-14 09:08:55,WEB,EMAIL,LOW,True,FAILED,1.1.0,CL,4537,,0
N01245,E01245,FOLLOW,U0199,U0180,,,2026-05-04 15:38:14,MOBILE,IN_APP,MEDIUM,False,PENDING,1.1.0,MX,15027,,0
N01200,E01200,LIKE,U0144,U0022,P0046,,2026-04-13 18:02:23,WEB,PUSH,MEDIUM,False,PENDING,1.2.0,PE,17740,,0
N00840,E00840,COMMENT,U0110,U0048,P0023,C00840,2026-05-05 11:42:23,MOBILE,PUSH,MEDIUM,False,SENT,1.0.0,PE,22753,,0
N01373,E01373,COMMENT,U0007,U0166,P0032,C01373,2026-04-29 14:54:35,MOBILE,IN_APP,MEDIUM,False,PENDING,1.2.0,PE,7546,,0
N00642,E00642,COMMENT,U0175,U0098,P0023,C00642,2026-05-01 17:53:32,MOBILE,IN_APP,MEDIUM,True,FAILED,1.0.0,PE,3139,,0
N01527,E01527,FOLLOW,U0021,U0187,,,2026-04-09 13:36:47,WEB,IN_APP,MEDIUM,True,FAILED,1.0.0,MX,18419,,0
N00283,E00283,LIKE,U0062,U0096,P0032,,2026-04-23 10:55:30,WEB,IN_APP,HIGH,False,SENT,1.2.0,CL,9541,,0
N00486,E00486,COMMENT,U0071,U0197,P0028,C00486,2026-04-09 18:49:49,WEB,IN_APP,MEDIUM,True,SENT,1.2.0,CL,12743,,0
N01394,E01394,FOLLOW,U0020,U0164,,,2026-04-30 16:35:09,MOBILE,EMAIL,LOW,False,FAILED,1.2.0,AR,19126,,0
N00080,E00080,FOLLOW,U0062,U0128,,,2026-05-03 11:29:40,WEB,IN_APP,MEDIUM,False,FAILED,1.0.0,MX,9625,,0
N00131,E00131,COMMENT,U0070,U0032,P0024,C00131,2026-04-09 14:47:28,WEB,EMAIL,MEDIUM,True,PENDING,2.0.0,PE,17215,,0
N00231,E00231,FOLLOW,U0176,U0114,,,2026-05-05 09:08:48,WEB,PUSH,LOW,False,PENDING,1.2.0,AR,8319,,0
N00550,E00550,LIKE,U0153,U0104,P0008,,2026-04-11 14:46:31,WEB,PUSH,MEDIUM,False,PENDING,2.0.0,MX,16077,,0
N01939,E01939,FOLLOW,U0102,U0179,,,2027-12-13 12:00:00,MOBILE,IN_APP,MEDIUM,True,FAILED,1.1.0,AR,14269,created_at no puede ser futuro,1
N00285,E00285,LIKE,U0122,U0034,P0042,,2026-04-18 20:00:14,WEB,PUSH,MEDIUM,False,PENDING,2.0.0,PE,15240,,0
N01001,E01001,LIKE,U0170,U0147,P0006,,2026-04-22 16:22:05,WEB,IN_APP,LOW,False,PENDING,1.2.0,MX,22302,,0
N01757,E01757,COMMENT,U0050,U0050,P0009,C01757,2026-04-09 14:11:10,WEB,PUSH,LOW,True,PENDING,2.0.0,PE,15138,self-event: user_id igual a source_user_id,1
N01274,E01274,FOLLOW,U0061,U0016,,,2026-05-01 17:42:24,WEB,EMAIL,LOW,False,SENT,2.0.0,MX,19150,,0
N00873,E01876,LIKE,U0073,U0003,P0038,,2026-04-09 21:51:00,WEB,PUSH,HIGH,False,PENDING,1.0.0,PE,802,,0
N01119,E01119,COMMENT,U0119,U0094,P0022,C01119,2026-04-16 14:08:46,MOBILE,EMAIL,HIGH,True,SENT,1.1.0,AR,24097,,0
N01083,E01083,LIKE,U0113,U0166,P0014,,2026-05-07 12:15:01,WEB,PUSH,HIGH,False,PENDING,1.1.0,MX,6296,,0
N00470,E00470,LIKE,U0049,U0143,P0025,,2026-04-11 14:09:18,MOBILE,EMAIL,HIGH,True,SENT,1.0.0,CL,4918,,0
N00391,E00391,LIKE,U0048,U0027,P0019,,2026-05-03 19:28:46,MOBILE,EMAIL,LOW,True,SENT,1.0.0,MX,7316,,0
N00065,E00065,LIKE,U0019,U0016,P0011,,2026-04-18 19:52:36,WEB,EMAIL,MEDIUM,True,PENDING,1.2.0,MX,9120,,0
N00272,E00272,FOLLOW,U0100,U0048,,,2026-04-09 14:23:11,MOBILE,EMAIL,MEDIUM,False,PENDING,2.0.0,PE,7613,,0
N01051,E01051,LIKE,U0045,U0133,P0010,,2026-04-12 20:42:11,MOBILE,IN_APP,MEDIUM,True,SENT,2.0.0,AR,10229,,0
N00181,E00181,FOLLOW,U0106,U0107,,,2026-04-21 10:24:15,MOBILE,IN_APP,MEDIUM,False,FAILED,1.0.0,MX,12359,,0
N00543,E00543,COMMENT,U0171,U0003,P0049,C00543,2026-04-12 09:58:38,MOBILE,PUSH,LOW,True,FAILED,1.2.0,CL,3174,,0
N01676,E01676,FOLLOW,U0101,U0134,,,2026-05-05 10:46:13,MOBILE,PUSH,LOW,False,PENDING,1.0.0,CL,19143,,0
N01209,E01209,LIKE,U0191,U0176,P0028,,2026-05-06 18:36:03,MOBILE,PUSH,LOW,False,FAILED,1.2.0,PE,14283,,0
N00828,E00828,LIKE,U0162,U0148,P0026,,2026-04-08 12:53:35,WEB,IN_APP,LOW,True,SENT,1.0.0,CL,14533,,0
N00853,E00853,LIKE,U0018,U0072,P0028,,2026-04-16 12:55:36,MOBILE,PUSH,HIGH,True,PENDING,1.0.0,CL,8082,,0
N01065,E01065,COMMENT,U0100,U0134,P0027,C01065,2026-04-23 13:08:46,MOBILE,EMAIL,MEDIUM,True,PENDING,1.2.0,AR,24234,,0
N00059,E00059,FOLLOW,U0033,U0071,,,2026-05-06 16:18:44,WEB,PUSH,LOW,True,SENT,1.2.0,MX,15886,,0
N00321,E00321,LIKE,U0195,U0091,P0036,,2026-04-19 17:42:45,WEB,EMAIL,MEDIUM,False,SENT,1.0.0,CL,12680,,0
N00558,E00558,LIKE,U0166,U0080,P0038,,2026-04-08 19:04:55,MOBILE,PUSH,MEDIUM,False,SENT,1.0.0,PE,1424,,0
N00466,E00466,COMMENT,U0166,U0170,P0004,C00466,2026-05-01 21:08:56,MOBILE,PUSH,HIGH,True,FAILED,1.1.0,MX,17608,,0
N00111,E00111,COMMENT,U0018,U0121,P0029,C00111,2026-04-28 20:17:37,WEB,IN_APP,LOW,True,PENDING,2.0.0,MX,1432,,0
N00113,E00113,FOLLOW,U0049,U0083,,,2026-04-22 16:09:03,MOBILE,IN_APP,MEDIUM,False,FAILED,1.0.0,AR,1482,,0
,E01838,FOLLOW,U0075,U0041,,,2026-05-01 19:44:37,MOBILE,PUSH,LOW,True,PENDING,1.2.0,CL,3901,notification_id vacio,1
N01121,E01121,LIKE,U0139,U0167,P0029,,2026-04-09 21:49:55,WEB,EMAIL,HIGH,True,SENT,1.1.0,PE,18277,,0
N01436,E01735,COMMENT,U0137,U0184,P0024,C01735,2026-04-22 19:27:27,MOBILE,PUSH,MEDIUM,False,PENDING,2.0.0,CL,10209,,0
N00306,E00306,COMMENT,U0047,U0030,P0026,C00306,2026-04-07 15:17:53,WEB,EMAIL,MEDIUM,False,FAILED,1.1.0,CL,4542,,0
N01462,E01462,COMMENT,U0115,U0035,P0046,C01462,2026-04-12 12:54:10,WEB,EMAIL,HIGH,True,SENT,1.0.0,AR,1952,,0
N00474,E00474,LIKE,U0134,U0157,P0006,,2026-04-22 18:47:42,MOBILE,PUSH,HIGH,False,FAILED,1.0.0,PE,17731,,0
N01649,E01649,COMMENT,U0092,U0134,P0007,C01649,2026-05-07 16:56:34,MOBILE,PUSH,HIGH,True,PENDING,2.0.0,PE,22048,,0
N00264,E00264,COMMENT,U0157,U0057,P0041,C00264,2026-05-04 15:09:21,MOBILE,IN_APP,HIGH,True,PENDING,1.2.0,AR,21046,,0
N00235,E00235,COMMENT,U0130,U0074,P0041,C00235,2026-04-21 20:26:27,WEB,IN_APP,HIGH,True,FAILED,1.1.0,PE,2939,,0
N00184,E00184,COMMENT,U0120,U0137,P0042,C00184,2026-04-28 12:23:32,WEB,EMAIL,MEDIUM,True,FAILED,2.0.0,PE,6856,,0
N00127,E00127,FOLLOW,U0140,U0130,,,2026-04-20 08:24:55,MOBILE,IN_APP,MEDIUM,False,PENDING,1.2.0,CL,11901,,0
N00667,E00667,FOLLOW,U0044,U0135,,,2026-04-09 14:56:45,MOBILE,IN_APP,LOW,True,SENT,1.1.0,AR,17650,,0
N01972,E01972,COMMENT,U0116,U0158,P0005,C01972,2026-05-03 18:19:17,SMARTWATCH,EMAIL,MEDIUM,False,PENDING,1.0.0,AR,7123,device fuera de dominio,1
N01275,E01275,COMMENT,U0069,U0064,P0040,C01275,2026-04-15 14:16:41,WEB,PUSH,HIGH,True,SENT,2.0.0,AR,24670,,0
N00141,E00141,FOLLOW,U0019,U0116,,,2026-04-16 16:22:08,MOBILE,EMAIL,LOW,False,FAILED,1.0.0,CL,17177,,0
N00091,E00091,LIKE,U0033,U0145,P0014,,2026-04-11 20:35:13,MOBILE,PUSH,HIGH,True,PENDING,1.1.0,CL,9285,,0
N01000,E01000,LIKE,U0088,U0082,P0023,,2026-05-03 15:54:47,MOBILE,EMAIL,MEDIUM,True,FAILED,2.0.0,PE,13403,,0
N00345,E00345,FOLLOW,U0043,U0194,,,2026-05-03 15:10:11,WEB,IN_APP,LOW,False,SENT,1.1.0,MX,7793,,0
N01110,E01110,FOLLOW,U0018,U0062,,,2026-04-18 13:28:47,WEB,EMAIL,LOW,True,FAILED,1.1.0,AR,23953,,0
N01295,E01295,COMMENT,U0002,U0044,P0024,C01295,2026-04-20 10:43:53,MOBILE,PUSH,MEDIUM,True,SENT,1.1.0,CL,5237,,0
N01944,E01944,FOLLOW,U0015,U0010,,,2026-99-99 99:99:99,WEB,IN_APP,MEDIUM,False,SENT,1.2.0,MX,14835,timestamp_formato_invalido,1
N01231,E01231,LIKE,U0131,U0056,P0041,,2026-04-26 08:28:25,WEB,IN_APP,MEDIUM,False,FAILED,1.2.0,PE,12257,,0
N00500,E00500,FOLLOW,U0157,U0097,,,2026-05-07 15:05:00,MOBILE,PUSH,LOW,True,FAILED,1.2.0,MX,22924,,0
N00260,E00260,COMMENT,U0045,U0126,P0003,C00260,2026-05-06 11:38:14,WEB,PUSH,LOW,True,PENDING,1.1.0,AR,11365,,0
N00361,E00361,FOLLOW,U0103,U0087,,,2026-04-18 19:43:45,MOBILE,IN_APP,LOW,False,FAILED,1.0.0,CL,4962,,0
N01732,E01732,FOLLOW,U0046,U0162,,,2026-04-26 17:01:18,MOBILE,PHONE,MEDIUM,True,SENT,2.0.0,AR,7378,delivery_channel fuera de dominio,1
N00257,E00257,FOLLOW,U0083,U0100,,,2026-05-02 08:20:38,MOBILE,EMAIL,LOW,False,SENT,2.0.0,PE,19336,,0
N00102,E00102,FOLLOW,U0056,U0097,,,2026-04-23 13:10:23,WEB,EMAIL,MEDIUM,True,SENT,1.1.0,AR,24921,,0
N01773,E01773,LIKE,U0187,U0141,P0026,,2026-04-24 19:08:22,MOBILE,EMAIL,HIGH,True,UNKNOWN,2.0.0,MX,20102,status fuera de dominio,1
N00557,E00557,COMMENT,U0190,U0150,P0002,C00557,2026-04-27 14:06:27,WEB,IN_APP,MEDIUM,False,PENDING,1.0.0,AR,8313,,0
N00611,E00611,LIKE,U0052,U0041,P0039,,2026-05-04 20:26:31,MOBILE,EMAIL,MEDIUM,True,FAILED,1.0.0,CL,11956,,0
N00124,E00124,FOLLOW,U0036,U0195,,,2026-04-22 15:39:00,MOBILE,IN_APP,LOW,False,SENT,1.1.0,MX,3843,,0
N00641,E00641,COMMENT,U0143,U0116,P0003,C00641,2026-04-11 15:53:39,MOBILE,PUSH,MEDIUM,True,SENT,2.0.0,PE,19790,,0
N00980,E00980,COMMENT,U0152,U0008,P0011,C00980,2026-05-02 12:56:38,MOBILE,IN_APP,HIGH,True,SENT,1.2.0,CL,3162,,0
N01925,E01925,LIKE,U0147,U0147,P0027,,2026-04-25 14:08:00,WEB,PUSH,LOW,False,PENDING,1.2.0,MX,22625,self-event: user_id igual a source_user_id,1
N00372,E00372,FOLLOW,U0072,U0102,,,2026-04-13 17:08:03,WEB,PUSH,MEDIUM,True,FAILED,1.2.0,MX,22689,,0
N01005,E01005,FOLLOW,U0137,U0101,,,2026-04-10 14:31:48,WEB,PUSH,MEDIUM,False,SENT,1.1.0,MX,9650,,0
N00837,E00837,COMMENT,U0050,U0065,P0012,C00837,2026-04-16 21:56:45,WEB,PUSH,MEDIUM,True,FAILED,1.2.0,AR,6944,,0
N00576,E00576,FOLLOW,U0008,U0196,,,2026-04-17 18:11:40,MOBILE,PUSH,MEDIUM,True,PENDING,1.1.0,PE,10480,,0
N00947,E00947,COMMENT,U0187,U0101,P0024,C00947,2026-04-15 09:28:14,MOBILE,IN_APP,HIGH,False,SENT,2.0.0,PE,15823,,0
N01704,E01704,LIKE,U0140,U0103,P0029,,2026-99-99 99:99:99,MOBILE,IN_APP,LOW,True,FAILED,1.2.0,AR,13009,timestamp_formato_invalido,1
N00195,E00195,FOLLOW,U0089,U0014,,,2026-04-24 11:53:04,WEB,PUSH,MEDIUM,False,SENT,1.2.0,MX,16276,,0
N00333,E00333,LIKE,U0014,U0046,P0017,,2026-05-05 17:52:14,WEB,IN_APP,MEDIUM,False,PENDING,2.0.0,MX,10567,,0
N00620,E00620,FOLLOW,U0081,U0089,,,2026-04-11 12:57:33,WEB,PUSH,LOW,False,FAILED,1.1.0,MX,23054,,0
N01672,E01672,FOLLOW,U0022,U0139,,,2026-04-24 18:33:18,MOBILE,IN_APP,MEDIUM,False,PENDING,1.2.0,PE,20491,,0
N00052,E00052,FOLLOW,U0118,U0182,,,2026-04-24 10:46:33,WEB,PUSH,MEDIUM,False,PENDING,1.2.0,PE,8244,,0
N01447,E01447,FOLLOW,U0147,U0193,,,2026-04-17 08:34:34,WEB,IN_APP,LOW,False,FAILED,1.1.0,CL,9096,,0
N01664,E01664,LIKE,U0092,U0149,P0020,,2026-04-12 17:29:12,WEB,IN_APP,MEDIUM,True,SENT,1.2.0,AR,16201,,0
N01543,E01543,FOLLOW,U0159,U0026,,,2026-04-18 14:09:40,WEB,IN_APP,LOW,True,FAILED,2.0.0,PE,7428,,0
N00115,E00115,FOLLOW,U0086,U0017,,,2026-05-04 16:43:24,WEB,EMAIL,MEDIUM,True,PENDING,1.0.0,AR,11662,,0
N01146,E01146,COMMENT,U0156,U0186,P0032,C01146,2026-04-24 21:10:31,MOBILE,EMAIL,HIGH,False,SENT,1.0.0,PE,23334,,0
N01703,E01703,FOLLOW,U0160,U0014,,,2026-05-01 12:24:33,MOBILE,PUSH,HIGH,False,SENT,1.0.0,MX,593,FOLLOW no puede tener priority HIGH,1
N01355,E01355,LIKE,U0126,U0151,P0035,,2026-05-04 18:12:16,WEB,PUSH,HIGH,True,FAILED,1.2.0,MX,24160,,0
N01485,E01485,FOLLOW,U0052,U0076,,,2026-05-03 14:34:46,MOBILE,IN_APP,MEDIUM,False,FAILED,2.0.0,CL,17500,,0
N00383,E00383,COMMENT,U0141,U0014,P0002,C00383,2026-04-21 20:05:06,MOBILE,EMAIL,MEDIUM,True,FAILED,2.0.0,PE,7715,,0
N01903,E01903,LIKE,U0165,U0026,P0037,,2026-05-02 08:38:23,WEB,PUSH,MEDIUM,True,SENT,1.1.0,VE,22816,country fuera de dominio,1
N00766,E00766,LIKE,U0187,U0131,P0012,,2026-04-29 20:07:55,MOBILE,PUSH,MEDIUM,False,SENT,2.0.0,CL,23175,,0
N01404,E01404,FOLLOW,U0030,U0038,,,2026-05-06 18:09:46,MOBILE,EMAIL,LOW,True,SENT,1.0.0,MX,13638,,0
N00964,E00964,LIKE,U0051,U0114,P0024,,2026-05-01 08:37:19,MOBILE,IN_APP,MEDIUM,False,PENDING,1.0.0,PE,1298,,0
N01886,E01886,COMMENT,U0105,U0034,P0027,C01886,2026-04-30 13:44:48,WEB,PUSH,NONE,True,PENDING,1.1.0,CL,4717,priority fuera de dominio,1
N00110,E00110,FOLLOW,U0040,U0195,,,2026-05-05 10:49:40,WEB,IN_APP,MEDIUM,False,FAILED,1.2.0,PE,5146,,0
N00176,E00176,FOLLOW,U0196,U0029,,,2026-04-12 18:26:39,MOBILE,PUSH,LOW,True,SENT,1.0.0,CL,14828,,0
N00959,E00959,LIKE,U0033,U0134,P0038,,2026-04-13 14:21:36,WEB,IN_APP,HIGH,False,SENT,1.1.0,CL,7796,,0
N00826,E00826,LIKE,U0096,U0133,P0048,,2026-04-27 13:10:36,MOBILE,IN_APP,MEDIUM,False,SENT,2.0.0,CL,19135,,0
N01399,E01399,COMMENT,U0187,U0186,P0004,C01399,2026-05-01 10:02:56,WEB,IN_APP,LOW,False,FAILED,2.0.0,MX,11646,,0
N01470,E01470,LIKE,U0180,U0163,P0048,,2026-04-21 09:45:55,WEB,PUSH,MEDIUM,False,FAILED,1.2.0,CL,14125,,0
N00251,E00251,COMMENT,U0067,U0045,P0002,C00251,2026-04-10 15:35:47,MOBILE,EMAIL,HIGH,True,PENDING,1.0.0,AR,4179,,0
N01880,E01880,COMMENT,U0034,U0052,P0004,C01880,2026-04-18 15:19:16,MOBILE,PUSH,LOW,False,PENDING,1.0.0,MX,-1535,latency_ms no puede ser negativo,1
N01818,E01818,COMMENT,U0121,U0169,P0025,C01818,2027-06-18 12:00:00,WEB,IN_APP,LOW,True,PENDING,1.2.0,AR,20636,created_at no puede ser futuro,1
N01998,E01998,LOVE,U0108,U0051,,,2026-04-17 16:59:14,WEB,IN_APP,MEDIUM,True,FAILED,1.2.0,MX,18174,event_type fuera de dominio,1
N00349,E00349,LIKE,U0059,U0020,P0033,,2026-04-29 11:09:11,WEB,IN_APP,LOW,True,FAILED,1.1.0,MX,11020,,0
N01098,E01098,COMMENT,U0037,U0062,P0032,C01098,2026-04-12 14:02:22,WEB,PUSH,LOW,True,FAILED,1.0.0,PE,17479,,0
N00364,E00364,LIKE,U0093,U0062,P0042,,2026-05-02 09:17:49,WEB,PUSH,MEDIUM,False,PENDING,1.1.0,CL,24347,,0
N01170,E01170,COMMENT,U0056,U0166,P0013,C01170,2026-04-14 13:04:17,MOBILE,EMAIL,MEDIUM,False,SENT,1.0.0,PE,4847,,0
N00478,E00478,COMMENT,U0095,U0045,P0017,C00478,2026-04-30 15:11:51,MOBILE,IN_APP,HIGH,False,SENT,1.1.0,AR,16451,,0
N00411,E00411,LIKE,U0068,U0094,P0038,,2026-04-30 12:51:19,WEB,PUSH,LOW,True,FAILED,1.0.0,PE,16011,,0
N01224,E01829,FOLLOW,U0117,U0167,,,2026-04-25 08:18:15,WEB,IN_APP,MEDIUM,False,SENT,1.2.0,CL,7667,duplicado_notification_id,1
N01950,E01950,FOLLOW,U0166,U0139,,,2026-04-17 14:54:41,MOBILE,IN_APP,LOW,True,FAILED,2.0.0,CL,-3820,latency_ms no puede ser negativo,1
N00348,E00348,FOLLOW,U0020,U0133,,,2026-04-25 11:33:25,WEB,EMAIL,MEDIUM,False,PENDING,1.0.0,AR,14614,,0
N00179,E00179,COMMENT,U0016,U0143,P0038,C00179,2026-04-08 10:40:43,WEB,IN_APP,MEDIUM,True,PENDING,2.0.0,PE,23016,,0
N01086,E01086,FOLLOW,U0059,U0185,,,2026-04-15 19:41:35,WEB,EMAIL,LOW,False,FAILED,1.0.0,MX,20477,,0
N01909,E01909,COMMENT,U0177,U0088,P0009,C01909,2027-10-10 12:00:00,MOBILE,EMAIL,HIGH,True,FAILED,1.1.0,CL,1165,created_at no puede ser futuro,1
N01418,E01418,LIKE,U0026,U0116,P0026,,2026-04-13 09:31:10,MOBILE,EMAIL,MEDIUM,True,FAILED,1.0.0,PE,14872,,0
N00808,E00808,FOLLOW,U0128,U0025,,,2026-05-03 20:55:19,WEB,PUSH,LOW,True,PENDING,1.2.0,AR,9886,,0
N01149,E01149,COMMENT,U0017,U0005,P0029,C01149,2026-04-24 11:13:20,MOBILE,EMAIL,HIGH,False,FAILED,2.0.0,PE,18386,,0
N01379,E01379,LIKE,U0061,U0132,P0034,,2026-04-10 20:22:25,MOBILE,IN_APP,LOW,False,FAILED,2.0.0,MX,2112,,0
N01878,E01878,SHARE,U0096,U0140,,,2026-04-25 18:17:40,WEB,IN_APP,LOW,True,SENT,2.0.0,PE,5359,event_type fuera de dominio,1
N01689,E01689,FOLLOW,U0077,U0105,,,2026-05-06 13:07:02,MOBILE,EMAIL,LOW,True,PENDING,1.1.0,CL,8852,,0
N01613,E01613,LIKE,U0151,U0159,P0040,,2026-04-15 13:11:38,MOBILE,EMAIL,MEDIUM,False,SENT,1.1.0,AR,4856,,0
N01208,E01208,COMMENT,U0081,U0031,P0009,C01208,2026-05-04 13:48:51,MOBILE,PUSH,LOW,True,PENDING,1.0.0,PE,4375,,0
N01495,E01495,LIKE,U0125,U0134,P0042,,2026-05-02 10:44:16,WEB,IN_APP,HIGH,True,SENT,1.1.0,MX,2575,,0
N01430,E01430,FOLLOW,U0036,U0007,,,2026-04-23 08:32:29,MOBILE,PUSH,LOW,True,PENDING,1.0.0,AR,21851,,0
N01451,E01451,COMMENT,U0093,U0064,P0045,C01451,2026-04-09 19:02:22,MOBILE,EMAIL,LOW,False,SENT,2.0.0,CL,7640,,0
N00234,E00234,COMMENT,U0094,U0140,P0044,C00234,2026-04-13 15:49:04,MOBILE,PUSH,LOW,True,PENDING,1.1.0,CL,2181,,0
N00485,E00485,LIKE,U0097,U0169,P0049,,2026-04-19 20:11:57,MOBILE,IN_APP,LOW,False,PENDING,2.0.0,CL,21131,,0
N01118,E01118,FOLLOW,U0139,U0059,,,2026-05-03 21:40:22,WEB,EMAIL,LOW,False,PENDING,2.0.0,MX,14745,,0
N00885,E00885,COMMENT,U0156,U0169,P0012,C00885,2026-04-15 16:49:42,WEB,IN_APP,HIGH,True,FAILED,1.2.0,PE,19352,,0
N01291,E01291,LIKE,U0106,U0085,P0007,,2026-04-21 17:14:59,WEB,PUSH,HIGH,True,PENDING,1.2.0,PE,24885,,0
N01830,E01830,FOLLOW,U0064,U0114,,,2026-04-08 14:37:32,MOBILE,EMAIL,LOW,True,PENDING,2.0.0,MX,-4177,latency_ms no puede ser negativo,1
N01806,E01806,FOLLOW,U0112,U0182,,,2027-01-18 12:00:00,WEB,EMAIL,LOW,False,PENDING,1.1.0,AR,12075,created_at no puede ser futuro,1
N00178,E00178,FOLLOW,U0148,U0082,,,2026-04-18 20:43:52,MOBILE,IN_APP,MEDIUM,False,SENT,1.1.0,MX,10046,,0
N02000,E02000,FOLLOW,U0193,U0195,,,2026-04-12 18:04:26,WEB,IN_APP,CRITICAL,True,FAILED,1.0.0,CL,13099,priority fuera de dominio,1
N01283,E01283,FOLLOW,U0131,U0165,,,2026-05-04 12:46:23,MOBILE,PUSH,MEDIUM,False,FAILED,1.2.0,MX,865,,0
N00487,E00487,COMMENT,U0086,U0016,P0017,C00487,2026-05-02 15:04:31,WEB,EMAIL,LOW,True,FAILED,2.0.0,CL,4914,,0
N00825,E00825,COMMENT,U0058,U0130,P0019,C00825,2026-04-09 18:16:19,MOBILE,EMAIL,MEDIUM,True,PENDING,1.0.0,CL,1060,,0
N00423,E00423,FOLLOW,U0006,U0011,,,2026-04-08 16:19:21,WEB,PUSH,MEDIUM,True,SENT,1.2.0,PE,11845,,0
N00629,E00629,LIKE,U0031,U0096,P0020,,2026-04-28 12:31:01,MOBILE,EMAIL,LOW,False,SENT,1.2.0,PE,7264,,0
N00170,E00170,FOLLOW,U0093,U0020,,,2026-05-04 08:53:35,MOBILE,IN_APP,LOW,True,PENDING,2.0.0,CL,22491,,0
N00366,E00366,FOLLOW,U0002,U0067,,,2026-04-24 16:06:35,WEB,PUSH,LOW,False,SENT,1.2.0,PE,22947,,0
N00116,E00116,COMMENT,U0168,U0179,P0043,C00116,2026-05-03 17:45:05,WEB,EMAIL,MEDIUM,False,SENT,1.0.0,MX,16862,,0
N01842,E01842,LIKE,U0088,U0166,P0034,,2026-04-10 20:48:57,MOBILE,WHATSAPP,LOW,False,FAILED,1.2.0,AR,21631,delivery_channel fuera de dominio,1
N01652,E01652,COMMENT,U0100,U0075,P0007,C01652,2026-04-29 20:36:12,WEB,IN_APP,MEDIUM,False,PENDING,1.0.0,MX,23826,,0
N01952,E01952,FOLLOW,U0156,U0156,,,2026-04-29 19:32:42,WEB,PUSH,MEDIUM,False,SENT,1.1.0,PE,1649,self-event: user_id igual a source_user_id,1
